Song Title, Artist, Duration, Tags, LastFm Reference
For A Nut,Future Featuring Gunna & Young Thug,,"hip-hop,rap,trap,hiphop,atlanta,dirtysouth",Future/_/FOR+A+NUT+(featuring+Gunna+&+Young+Thug)
Twistin' U.S.A.,Danny & The Juniors,,"rockandroll,oldies,50s,doowop,60s",Danny+&+The+Juniors/_/Twistin+U.S.A.
Poor Boy,Casey Kelly,3:27,,Casey+Kelly/_/Poor+Boy
"I Want Your Sex (From ""Beverly Hills Cop II"")",George Michael,,"pop,80s,british,soul,dance",George+Michael/_/I+Want+Your+Sex+(From+%22Beverly+Hills+Cop+II%22)
Break Or Make Me,YoungBoy Never Broke Again,3:10,"pop,trap,rnb","Ariana+Grande/_/break+up+with+your+girlfriend,+i%27m+bored"
Same Ol' Situation (S.O.S.),Motley Crue,,"hardrock,heavymetal,hairmetal,80s,rock,glammetal",M%C3%B6tley+Cr%C3%BCe/_/Same+Ol+Situation+(S.O.S.)
Don't Try To Lay No Boogie-Woogie On The King Of Rock And Roll,John Baldry,,"blues,rock,60s-70s,britishblues",John+Baldry/_/Don%27t+Try+To+Lay+No+Boogie-Woogie+On+The+King+Of+Rock+And+Roll+-+Remastered
Madrid,Nat King Cole,2:48,"jazz,blues,swing,oldies",Nat+King+Cole/_/Madrid
Lovely Day,Bill Withers,4:10,"soul,70s,funk,happy",Bill+Withers/_/Lovely+Day
Come Closer To Me (Acercate Mas),Nat King Cole,,"jazz,swing,blues,oldies,jazzvocal",Nat+King+Cole/_/Acercate+Mas+(Come+Closer+To+Me)
It's Over Now,Cause And Effect,3:52,"synthpop,electronic,90s",Cause+&+Effect/_/It%27s+Over+Now
Hold Your Head Up,Argent,3:18,"classicrock,70s,rock,progressiverock",Argent/_/Hold+Your+Head+Up
Mr. Penguin-Pt. I,Lunar Funk,,"jungle,drumandbass,atmospheric,all,dnb,atmosphericdrumandbass",Lunar+Funk/_/Mr.+Penguin+(pt.I)
Only Lonely,Bon Jovi,4:56,"rock,hardrock,hairmetal,80s",Bon+Jovi/_/Only+Lonely
Came To The Party,Future & Metro Boomin,3:18,"poprap,southernhiphop,trap,alternativernb",Future/_/Came+to+the+Party
In My Dreams,Dokken,5:52,"hardrock,hairmetal,80s,heavymetal,dokken,glammetal,metal",Dokken/_/In+My+Dreams
Big Time Operator,Keith Hampshire,,pilferedfromgertski,Keith+Hampshire/_/Big+Time+Operator
Over You,Cassadee Pope,3:36,"pop,cover,femalevocalists,<3,thevoice,mirandalambert,ustop40",Cassadee+Pope/_/Over+You+(The+Voice+Performance)
Dear John,Taylor Swift,6:45,"country,softrock,countrypop,countryrock,electricblues",Taylor+Swift/_/Dear+John+(Taylor%27s+Version)
Paralyzed,Sueco,2:42,"poppunk,alternative,emopop,emorap,rockrap,paralyzed,seuco",Sueco/_/Paralyzed
IDGAF,Drake Featuring Yeat,,"hip-hop,rap,rnb,hiphop,canadian",Drake/_/IDGAF+(featuring+Yeat)
You're Supposed To Keep Your Love For Me,Jermaine Jackson,123:45,"80s,soul,rnb,pop",Jermaine+Jackson/_/You%27re+Supposed+To+Keep+Your+Love+For+Me
Don't Forget About Me,Barbara Lewis,2:33,"soul,femalevocalists,carolekingcover",Barbara+Lewis/_/Don%27t+Forget+About+Me
Help Me Make It Through The Night,Joe Simon,2:42,"soul,blues",Joe+Simon/_/Help+Me+Make+It+Through+The+Night
Summertime Sadness,Lana Del Rey vs. Cedric Gervais,,"pop,house,electronic,dance,triphop,remix,downtempo",Lana+Del+Rey/_/Summertime+Sadness+(Lana+Del+Rey+vs.+Cedric+Gervais)+-+Cedric+Gervais+Remix
Like Toy Soldiers,Eminem,4:55,"rap,eminem,hip-hop,hiphop",Eminem/_/Like+Toy+Soldiers
Get It Right,Glee Cast,3:47,"glee,soundtrack,femalevocalists,originalsong",Glee+Cast/_/Get+It+Right
Waiting At The Bus Stop,Bobby Sherman,2:03,"pop,70s,oldies,vocal",Bobby+Sherman/_/Waiting+At+The+Bus+Stop
Wins & Losses,Meek Mill,,"rnb,mellow,rap,hiphop",Mac+Miller/_/Wings
Gimme The Light,Sean Paul,3:46,"dancehall,reggae,seanpaul,party",Sean+Paul/_/Gimme+the+Light
Magnificent,U2,5:24,"rock,u2,alternative,irish",U2/_/Magnificent
Wild Hearts,Keith Urban,3:00,"linedance2021,linedance2022",Keith+Urban/_/Wild+Hearts
Too Much To Ask,Niall Horan,3:43,"pop,irish,masterpiece,ballad",Niall+Horan/_/Too+Much+to+Ask
For Your Love,Stevie Wonder,4:28,"soul,love,pop",Stevie+Wonder/_/For+Your+Love
Come Prima (Koma Preema),Polly Bergen,,"femalevocalist,50s,actress,jazz",Polly+Bergen/_/Come+Prima+(Koma+Preema)
Old Time's Sake,Eminem Featuring Dr. Dre,,"ustop40,rap,hip-hop",Eminem/_/Old+Time%27s+Sake+(featuring+Dr.+Dre)
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,,"pop,latin,spanish,dance,latinpop","Enrique+Iglesias/_/Bailando+featuring+Sean+Paul,+Descemer+Bueno,+Gente+De+Zona+(English+Version)"
When Liking Turns To Loving,Ronnie Dove,2:47,"oldies,60s,feelings",Ronnie+Dove/_/When+Liking+Turns+to+Loving
Living For The City,Ray Charles,6:04,"gospeltruth,therapy,soulandrb,funky16corners,urbanbibleentry,fromtheurbanbible,volunteerslaverytruths",Ray+Charles/_/Living+For+The+City
Every Little Thing,Russell Dickerson,,linedance2019,Russell+Dickerson/_/Every+Little+Thing
House Of The Rising Sun,Santa Esmeralda,5:10,"pop,80s,alternative,c,houseoftherisingsun",Santa+Esmeralda/_/House+of+the+Rising+Sun
Sweet Mary,Wadsworth Mansion,2:43,"70s,oldies,rock,wadsworthmansion",Wadsworth+Mansion/_/Sweet+Mary
Till,The Vogues,,"oldies,60s",The+Vogues/_/Till
Freedom,Jimi Hendrix,3:21,"classicrock,cult,rock,jimihendrix,kick,psychedelic",Jimi+Hendrix/_/Freedom
React,Erick Sermon Featuring Redman,,"hip-hop,rap,eastcoastrap,hiphop,newyork",Erick+Sermon/_/React+(Featuring+Redman)
Johnny B. Goode,Peter Tosh,,"reggae,rootsreggae,rasta,roots",Peter+Tosh/_/Johnny+B.+Goode+-+2002+Remaster
Gangsta Boo,Ice Spice & Lil Tjay,2:40,"fun,romantic,drill,eastcoasthiphop,liltjay,sampledrill,bronxlove",Ice+Spice/_/Gangsta+Boo+(with+Lil+Tjay)
I Can't Take It Back,YoungBoy Never Broke Again,,"trap,rap,louisiana,hip-hop,hiphop,gangstarap",YoungBoy+Never+Broke+Again/_/I+Can%27t+Take+It+Back
Can We Talk,Tevin Campbell,4:44,"rnb,90s,slowjams,lovesongs,smooth,soul",Tevin+Campbell/_/Can+We+Talk
Todo de Ti,Rauw Alejandro,3:19,"viceversa,pop,synthpop,synth",Rauw+Alejandro/_/Todo+De+Ti
"Please, Daddy",John Denver,2:38,christmas,"John+Denver/_/Please,+Daddy+(Don%27t+Get+Drunk+This+Christmas)"
Love Me All The Way,Kim Weston,2:47,"soul,motown,tamla",Kim+Weston/_/Love+Me+All+The+Way
One More Chance/Stay With Me,The Notorious B.I.G.,,"rap,hiphop,hip-hop,rnb",The+Notorious+B.I.G./_/One+More+Chance+%2F+Stay+with+Me+-+Remix;+2007+Remaster
Outside (100 MPH),Meek Mill,3:18,"hip-hop,rap,hiphop,philly",Meek+Mill/_/Outside+(100+MPH)
Taking You Home,Don Henley,5:38,"rock,classicrock,donhenley,ballad",Don+Henley/_/Taking+You+Home
Let It Go,Idina Menzel,3:43,"soundtrack,frozen,pop,disney",Idina+Menzel/_/Let+It+Go+-+From+%22Frozen%22%2FSoundtrack+Version
"Season Of The Witch, Pt. 1",Vanilla Fudge,7:44,"classicrock,psychedelicrock,psychedelic,cover",Vanilla+Fudge/_/Season+of+the+Witch
When The Boy's Happy (The Girl's Happy Too),The Four Pennies,2:14,"60s,femalevocalists,onekisscanleadtoanother,oldies,handclaps",The+Four+Pennies/_/When+the+Boy%27s+Happy+(The+Girl%27s+Happy+Too)
Hot Blooded,Foreigner,4:24,"classicrock,rock,80s,foreigner",Foreigner/_/Hot+Blooded
Boom Boom (Out Go The Lights),Pat Travers,8:01,"bluesrock,classicrock,canadian,80s",Pat+Travers/_/Boom+Boom+(Out+Go+The+Lights)
U Send Me Swingin',Mint Condition,,"rnb,soul,mintcondition,neo-soul,rhythmandblues",Mint+Condition/_/U+Send+Me+Swingin+(In+Da+Soul+Remix+W%2F+Rap+Edit)
Going On,Gnarls Barkley,2:54,"funk,soul,hiphop,alternative,hip-hop",Gnarls+Barkley/_/Going+On
My Elusive Dreams,Charlie Rich,3:50,"country,classiccountry",Charlie+Rich/_/My+Elusive+Dreams
Africa,Toto,4:56,"80s,classicrock,rock,softrock,pop",Toto/_/Africa
Just The Girl,The Click Five,3:56,"pop,poprock,rock,powerpop,theclickfive",The+Click+Five/_/Just+the+Girl
The Ol' Race Track,The Mills Brothers,Invalid Information,Invalid Information,Invalid Information
Days Are Numbers (The Traveller),The Alan Parsons Project,4:08,"progressiverock,rock,progressive,classicrock,prog,psychedelicrock,psychedelic",The+Alan+Parsons+Project/_/Days+Are+Numbers+(The+Traveller)
Only One Woman,Nigel Olsson,3:20,"pop,70s,westcoast,disco",Nigel+Olsson/_/Only+One+Woman
B'wa Nina (Pretty Girl),The Tokens,2:15,"oldies,60s,pop,doowop,50s",The+Tokens/_/B%27wa+Nina+(Pretty+Girl)
Hey Jude,The Beatles,5:55,"classicrock,60s,rock,british,thebeatles",The+Beatles/_/Hey+Jude
What's On Tonight,Montell Jordan,4:25,"rnb,90s,r&b,california,slowjams,r'n'b,1996",Montell+Jordan/_/What%27s+On+Tonight
I Think We're Alone Now,Tommy James And The Shondells,,"oldies,crickets",Tommy+James+&+The+Shondells/_/I+Think+We%27re+Alone+Now+-+Single+Version
Lonely Together,Barry Manilow,4:20,"ballads,lovesongs,memories,easylistening",Barry+Manilow/_/Lonely+Together
Party,Beyonce Featuring Andre 3000,,"rnb,american,r&b,pop",Beyonc%C3%A9/_/Party+featuring+Andr%C3%A9+3000
Show Me Love,Robyn,3:50,"sweden,1997",Robyn/_/Show+Me+Love+-+Radio+Version
Walk On The Ocean,Toad The Wet Sprocket,2:59,"90s,alternative,alternativerock,rock",Toad+The+Wet+Sprocket/_/Walk+On+The+Ocean
Mighty Clouds Of Joy,B.J. Thomas,3:36,"classicrock,pop",B.J.+Thomas/_/Mighty+Clouds+Of+Joy
I'm Already Taken,Steve Wariner,3:19,country,Steve+Wariner/_/I%27m+Already+Taken
I Forgot More Than You'll Ever Know,Sonny James,3:06,"classiccountry,country,malevocalists",Sonny+James/_/I+Forgot+More+Than+You%27ll+Ever+Know
Self Love,Metro Boomin & Coi Leray,,"marvel,spiderverse",Metro+Boomin/_/Self+Love+(Spider-Man:+Across+the+Spider-Verse)+(Metro+Boomin+&+Coi+Leray)
Get Money,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,,"hip-hop,rap,gangstarap,eastcoastrap,hiphop",The+Notorious+B.I.G./_/Get+Money+Featuring+Junior+M.A.F.I.A.
If You Gotta Make A Fool Of Somebody,James Ray,2:00,"soul,60s,early60s,1961",James+Ray/_/If+You+Gotta+Make+a+Fool+of+Somebody
No Matter What Shape (Your Stomach's In),The T-Bones,2:21,"60s,rock,instrumental,oldies",The+T-Bones/_/No+Matter+What+Shape+(Your+Stomach%27s+In)
Bake Sale,Wiz Khalifa Featuring Travi$ Scott,,"hip-hop,rap,hiphop,undergroundhip-hop",Wiz+Khalifa/_/Bake+Sale+(Featuring+Travi$+Scott)
Young And In Love,Dick and DeeDee,2:24,"60s,oldies",Dick+&+Dee+Dee/_/Young+and+in+Love
Hully Gully Guitar,Jerry Reed And The Hully Girlies,2:15,all,Jerry+Reed+&+the+Hully+Girlies/_/Hully+Gully+Guitar
Come Home Soon,SHeDAISY,3:54,"country,shedaisy",SHeDAISY/_/Come+Home+Soon
When You Talk About Love,Patti LaBelle,1:34,"soul,rnb,pattilabelle,femalevocalist",Patti+LaBelle/_/When+You+Talk+About+Love
Madiba Riddim,Drake,,"hip-hop,love,drake,dancehall,2017",Drake/_/Madiba+Riddim
All Day Long,Chance The Rapper Featuring John Legend,,"hip-hop,rap,hiphop,chicago",Chance+the+Rapper/_/All+Day+Long+%7BFeaturing+John+Legend%7D
Shotta Flow 6,NLE Choppa,3:12,bestnlesong,NLE+Choppa/_/Shotta+Flow+6
Candy,Iggy Pop With Kate Pierson,,"rock,classicrock,singer-songwriter,duet,candy,duets,collaboration",Iggy+Pop/_/Candy+(with+Kate+Pierson)
Snowflakes,Tom MacDonald,3:50,"rap,hip-hop,racist,taylorswift",Tom+MacDonald/_/Snowflakes
The Dedication Song,Freddy Cannon,2:54,"rockandroll,rockabilly",Freddy+Cannon/_/The+Dedication+Song
Over You,Miranda Lambert,4:16,"country,femalevocalists,mirandalambert",Miranda+Lambert/_/Over+You
My Generation,The Who,3:20,"classicrock,60s,rock,british",The+Who/_/My+Generation
Kiss Me More,Doja Cat Featuring SZA,,"pop,rnb,rap,hip-hop",Doja+Cat/_/Kiss+Me+More+(featuring+SZA)
Fall,Eminem,,"rap,hip-hop,2018,hiphop",Eminem/_/Fall
My Life,50 Cent Featuring Eminem & Adam Levine,,"rap,hip-hop,gangstarap,hiphop,50cent","50+Cent/_/My+Life+featuring+Eminem,+Adam+Levine"
When We Were Young,Adele,4:50,"soul,ballad,pop,british",Adele/_/When+We+Were+Young
People Gotta Move,Gino Vannelli,3:19,"ginovannelli,pop",Gino+Vannelli/_/People+Gotta+Move
I'll Never Stop Wanting You,Brian Hyland,2:36,"60s,ed-hits",Brian+Hyland/_/I%27ll+Never+Stop+Wanting+You
Good 4 U,Olivia Rodrigo,2:58,"poprock,rock,poppunk,pop",Olivia+Rodrigo/_/good+4+u
If I Give My Heart To You,Kitty Kallen,2:46,"femalevocalists,50s,jazz,easylistening,inthemoodforbolerosandbaladasromanticas,oldies,johnymathis,kkallen",Kitty+Kallen/_/If+I+Give+My+Heart+to+You
Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,2:22,"soul,motown,rhythmandblues,duets",Marvin+Gaye+&+Tammi+Terrell/_/Good+Lovin+Ain%27t+Easy+To+Come+By
My Best Friend's Girl,The Cars,3:43,"newwave,rock,80s,classicrock,70s",The+Cars/_/My+Best+Friend%27s+Girl
One Hurt Deserves Another,The Raelets/Ray Charles Orchestra,Invalid Information,Invalid Information,Invalid Information
Come Prima,Tony Dallara,2:00,"italian,oldies",Tony+Dallara/_/Come+Prima
Shotgun Rider,Tim McGraw,3:56,"country,moderncountry,2014",Tim+McGraw/_/Shotgun+Rider
Someone Like You,Michael Stanley Band,5:46,"alternativerock,michaelstanleyband",Michael+Stanley+Band/_/Someone+Like+You
Cherchez LaGhost,Ghostface Killah,,"hiphop,malevocalists,grooves,featuring,2000's,ghostface,theclub",Ghostface+Killah/_/Cherchez+LaGhost+(Feat.+U-God)
I Just Fall In Love Again,Anne Murray,2:52,"pop,femalevocalists,70s,easylistening",Anne+Murray/_/I+Just+Fall+in+Love+Again
Red,HARDY Featuring Morgan Wallen,,"country,post-grunge,bro-country,rock,countryrock,countrypop,ambient,trap,buttrock,buttrock,brocountry,linedance2022,alternativemetal,contemporarycountry",HARDY/_/Red+(featuring+Morgan+Wallen)
Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,,"rap,hip-hop,hiphop,trap,melodicrap,aboogiewitdahoodie,rnb,newyork",A+Boogie+wit+da+Hoodie/_/Timeless+(Featuring+DJ+Spinking)
Urgent,Foreigner,3:57,"80s,classicrock,rock,foreigner,hardrock",Foreigner/_/Urgent
Beer Never Broke My Heart,Luke Combs,3:06,"country,countrypop,contemporarycountry,countryrock,malevocalists",Luke+Combs/_/Beer+Never+Broke+My+Heart
I May Hate Myself In The Morning,Lee Ann Womack,4:33,"country,femalevocalists",Lee+Ann+Womack/_/I+May+Hate+Myself+In+The+Morning
What You Want,Mase Featuring Total,,"hip-hop,rap,hiphop,rnb",Mase/_/What+You+Want+(Featuring+Total)
Provide,G-Eazy Featuring Chris Brown & Mark Morrison,,"rnb,hip-hop,chrisbrown,rap,hiphop,pop,r&b,dance,soul",Chris+Brown/_/Provide+(featuring+G-Eazy+&++Mark+Morrison)
Heartless,Heart,3:33,"hiphop,kanyewest,hip-hop,rap,rnb",Kanye+West/_/Heartless
"Save Me, San Francisco",Train,4:09,"happy,rock,upbeat,positive","Train/_/Save+Me,+San+Francisco"
The Best Things In Life Are Free,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,,dance,Janet+Jackson/_/The+Best+Things+In+Life+Are+Free+(with+Luther+Vandross+and+special+guests+BBD+&+Ralph+Tresvant)
Suspicion,Terry Stafford,2:31,"60s,oldies,pop,rock",Terry+Stafford/_/Suspicion
Really Really,Kevin Gates,3:52,"rap,hip-hop,2010s,2016",Kevin+Gates/_/Really+Really
Wildside,Marky Mark & The Funky Bunch,3:50,"pop,80s,hip-hop,dance,american,rnb,saxophone,90s",Marky+Mark+and+the+Funky+Bunch/_/Wildside
That's All,Genesis,4:24,"progressiverock,classicrock,rock,80s",Genesis/_/That%27s+All+-+2007+Remaster
Part II (On The Run),Jay Z Featuring Beyonce,,,Jay+Z+featuring+Beyonc%C3%A9/_/Part+II+(On+The+Run)+-+Album+Version+(Explicit)
Worldwide Beautiful,Kane Brown,3:28,linedance2020,Kane+Brown/_/Worldwide+Beautiful
Muskrat,The Everly Brothers,2:13,"oldies,pop,rock,poprock",The+Everly+Brothers/_/Muskrat
3,Britney Spears,3:25,"pop,dance,sexy,britneyspears,femalevocalists",Britney+Spears/_/3
Why (Am I Treated So Bad),Bobby Powell,2:48,"soul,rnb",Bobby+Powell/_/Why+(Am+I+Treated+So+Bad)
Winter World Of Love,Engelbert Humperdinck,3:23,"christmas,easylistening,oldies,winterworldoflove",Engelbert+Humperdinck/_/Winter+World+Of+Love
Good Things Don't Last Forever,"Ecstasy, Passion & Pain",3:38,"goodbye,titleisafullsentence,favouritesoul,anytimeishousetime,kmem7600,anytimeishousetime,billboardhitstocheckout-the70s,djdelbertsdorkydancedrops","Ecstasy,+Passion+&+Pain/_/Good+Things+Don%27t+Last+Forever"
The Hand That Feeds,Nine Inch Nails,3:31,"industrial,industrialrock,rock,alternative",Nine+Inch+Nails/_/The+Hand+That+Feeds
(For God's Sake) Give More Power To The People,The Chi-lites,2:58,7soul,The+Chi-Lites/_/(For+God%27s+Sake)+Give+More+Power+to+the+People
To Show I Love You,Peter And Gordon,,"60s,oldies,britishinvasion,classicrock,rock",Peter+&+Gordon/_/To+Show+I+Love+You
Jamie,Eddie Holland,2:27,7soul,Eddie+Holland/_/Jamie
Star Of The Show,Thomas Rhett,3:02,"country,2010s,2016",Thomas+Rhett/_/Star+of+the+Show
Land Of 1000 Dances,The Electric Indian,2:06,7soul,The+Electric+Indian/_/Land+of+1000+Dances
Shake My,Three 6 Mafia Featuring Kalenna,3:19,"rap,hip-hop,dirtysouth,southernrap,hiphop,memphisrap",Three+6+Mafia/_/Shake+My+-+Explicit+Album+Version+featuring+Kalenna
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,"hip-hop,rap,hiphop,miami,djs,dirtysouth,american",DJ+Khaled/_/Every+Chance+I+Get+(featuring+Lil+Baby+and+Lil+Durk)
Smooth Up,BulletBoys,4:25,"hairmetal,80s,hardrock,glammetal",Bulletboys/_/Smooth+Up+In+Ya
Justify My Love,Madonna,5:02,"sexy,pop,90s,sex,femalevocalists,madonna",Madonna/_/Justify+My+Love
Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,,"pop,dance,femalevocalists,80s,electronic",Madonna/_/Give+Me+All+Your+Luvin+(featuring+Nicki+Minaj+&+M.I.A.)
Sally Had A Party,Flavor,,"japanese,pop,femalevocals,j-rock,postgrunge",Flavor/_/Sally+Had+A+Party
Wine Into Water,Morgan Wallen,3:43,"country,countrypop,contemporarycountry,bro-country",Morgan+Wallen/_/Wine+Into+Water
Aye,Lil Uzi Vert Featuring Travis Scott,,"trap,hip-hop,rap,emorap,poprap,hiphop,yeah",Lil+Uzi+Vert/_/Aye+(Featuring+Travis+Scott)
Take Me As I Am,Mary J. Blige,2:47,"rnb,maryjblige,femalevocalists,soul",Mary+J.+Blige/_/Take+Me+As+I+Am
I'm On One,Future Featuring Drake,,"hip-hop,rap,trap,hiphop,atlanta,dirtysouth",Future/_/I%27M+ON+ONE+(featuring+Drake)
